name;title;lore;spell.0.id;spell.0.name;spell.0.description;spell.1.id;spell.1.name;spell.1.description;spell.2.id;spell.2.name;spell.2.description;spell.3.id;spell.3.name;spell.3.description;passive.name;passive.description
Malphite;Éclat du monolithe;Massive créature de pierre vivante, Malphite lutte pour imposer un ordre sacré dans un monde chaotique. Né pour servir l'obélisque mystique que l'on nomme le Monolithe, il utilisa son incroyable force élémentaire pour protéger son créateur, mais n'y parvint pas. Seul survivant de la destruction qui s'ensuivit, Malphite doit désormais supporter les inconséquences des êtres de chair et trouver un nouveau rôle, digne du dernier survivant de son espèce.;SeismicShard;Éclat sismique;Malphite envoie un éclat de terre à son ennemi à travers le sol, infligeant des dégâts à l'impact et lui dérobant sa vitesse de déplacement pendant 3 sec.;Obduracy;Coup de tonnerre;Malphite attaque avec tant de force qu'il crée des bangs supersoniques. Pendant quelques secondes, ses attaques produisent des ondes de choc devant lui.;Landslide;Choc au sol;Malphite frappe le sol, provoquant une onde de choc qui inflige des dégâts magiques en fonction de son armure et qui réduit brièvement la vitesse d'attaque des ennemis.;UFSlash;Force indomptable;Malphite fonce vers une position à grande vitesse, blessant les ennemis et les projetant dans les airs.;Bouclier de granit;Malphite est protégé par un bouclier de roche qui absorbe des dégâts équivalents à 10% de ses PV max. Si Malphite n'est pas touché pendant quelques secondes, l'effet se recharge.
Malzahar;Prophète du Néant;Voyant fanatique ayant dédié son existence à l'unification de toute forme de vie, Malzahar croit fermement que le Néant est la voie du salut de Runeterra. Dans les étendues désertiques de Shurima, il suivit les voix qui murmuraient dans son esprit jusqu'à l'antique cité d'Icathia. Au plus profond des ruines, il plongea le regard dans le cœur noir du Néant et reçut de nouveaux pouvoirs, un nouveau but. Malzahar se considère désormais comme un berger : sa tâche est d'unir ses semblables… ou de libérer les créatures du Néant qui vivent sous terre.;MalzaharQ;Appel du Néant;Malzahar ouvre deux portails vers le Néant. Après un court délai, ils tirent des projectiles qui infligent des dégâts magiques et réduisent les champions ennemis au silence.;MalzaharW;Nuée du Néant;Malzahar invoque des êtres du Néant qui attaquent les ennemis proches.;MalzaharE;Visions maléfiques;Malzahar tourmente sa cible avec des visions de sa mort, infligeant des dégâts sur la durée. Utiliser les autres sorts de Malzahar sur la cible renouvelle les visions.<br><br>Si la cible meurt en étant affectée par cet effet, les visions sont transmises à une unité ennemie proche et Malzahar regagne du mana. Les êtres du Néant de Malzahar sont attirés par les cibles ainsi affectées.;MalzaharR;Poigne du Néant;Malzahar canalise l'essence du Néant pour neutraliser un champion ennemi dans une zone d'énergie négative infligeant des dégâts.;Plan du Néant;Quand il ne subit pas de dégâts ou de contrôle de foule pendant un temps, Malzahar gagne une énorme réduction des dégâts et devient insensible aux contrôles de foule. Cet effet perdure pendant un court instant après avoir subi des dégâts.
Maokai;Tréant torturé;"Maokai est un immense tréant possédé par la colère, qui combat les horreurs impies des Îles obscures. Il est devenu l'incarnation de la vengeance après la destruction de ses terres par un cataclysme magique, n'échappant lui-même à l'état de mort-vivant que grâce à l'eau de la vie qui l'irrigue. Autrefois, Maokai était un paisible esprit de la nature ; aujourd'hui, il combat avec fureur le fléau mort-vivant qui accable les Îles obscures pour rendre à l'archipel son ancienne beauté.";MaokaiQ;Coup de ronces;Maokai projette les ennemis proches en arrière avec une onde de choc, leur infligeant des dégâts magiques et les ralentissant.;MaokaiW;Croissance torturée;Maokai se transforme en une masse de racines mouvantes, devenant impossible à cibler et fonçant sur la cible. À l'arrivée, il immobilise la cible.;MaokaiE;Jet d'arbrisseau;Maokai envoie un arbrisseau qui surveille une zone. Plus efficace dans les hautes herbes.;MaokaiR;Emprise de la nature;Maokai invoque un colossal mur de ronces et d'épines qui avance lentement, blessant et immobilisant les ennemis sur son chemin.;Sève magique;L'attaque de base de Maokai a un effet qui lui rend des PV et qui inflige des dégâts supplémentaires, avec un délai de récupération modéré. Chaque fois que Maokai lance une compétence ou est touché par une compétence ennemie, ce délai de récupération est réduit.
Maître Yi;Fine lame Wuju;Maître Yi a renforcé son corps et affûté son esprit jusqu'à ce que réflexion et action ne fassent plus qu'un. Bien qu'il ne fasse appel à la violence qu'en dernier recours, la grâce et la vitesse avec lesquelles il manie son épée assurent une résolution rapide de tout conflit. En tant que l'un des derniers praticiens vivants de l'art martial ionien appelé Wuju, Yi a voué sa vie à perpétuer l'héritage de son peuple, scrutant les nouveaux disciples potentiels à l'aide des Sept lentilles d'éveil pour identifier les plus dignes de recevoir son enseignement.;AlphaStrike;Assaut éclair;Maître Yi se téléporte sur le champ de bataille à la vitesse de l'éclair, infligeant des dégâts physiques à plusieurs unités sur son chemin tout en étant impossible à cibler. Assaut éclair peut infliger des coups critiques et inflige des dégâts physiques supplémentaires aux monstres. Les attaques de base réduisent le délai de récupération d'Assaut éclair.;Meditate;Méditation;Maître Yi médite, régénérant ses PV chaque seconde et subissant moins de dégâts un court moment. De plus, Maître Yi cumule des effets Coup double et met en pause la durée restante de Style Wuju et de Highlander pour chaque seconde de canalisation.;WujuStyle;Style Wuju;Permet aux attaques de base d'infliger des dégâts bruts supplémentaires.;Highlander;Highlander;Maître Yi se déplace avec une agilité sans pareille, ce qui augmente ses vitesses de déplacement et d'attaque et le rend temporairement insensible aux effets qui ralentissent. Pendant la durée de l'effet, tuer un champion ou effectuer une assistance prolonge la durée de Highlander. Passivement, tuer un champion ou effectuer une assistance réduit le délai de récupération des autres compétences.;Coup double;Après plusieurs attaques consécutives, Maître Yi frappe deux fois.
Milio;Douce flamme;Milio est un garçon d'Ixtal chaleureux qui, malgré son jeune âge, maîtrise l'Axiome du feu et a découvert le feu guérisseur. Grâce à cette puissance nouvelle, il espère intégrer les Yun Tal, comme sa grand-mère avant lui, et annuler le jugement qui contraint sa famille à l'exil. Après avoir traversé les jungles d'Ixtal pour rejoindre Ixaocan, la capitale, il se prépare à affronter le Vidalion, ignorant tout des épreuves et des dangers qui l'attendent.;MilioQ;Ultra méga boule de feu;Milio tire une boule de feu qui repousse un ennemi. À l'impact, la boule part en cloche et retombe sur l'ennemi, ce qui blesse et ralentit les ennemis dans la zone.;MilioW;Feu de camp;Milio crée une zone de renforcement qui soigne les alliés qui y entrent tout en augmentant leur portée d'attaque. La zone suit l'allié le plus proche du point de départ.;MilioE;Chaud devant !;Milio lance un bouclier sur un allié, ce qui augmente temporairement la vitesse de déplacement de cet allié. Cette compétence a 2 charges.;MilioR;Flammes vitales;Milio libère une vague de flammes guérisseuses qui soignent les alliés à portée tout en supprimant les effets de contrôle de foule qui les affectent.;Tout feu tout flamme;Les compétences de Milio enchantent les alliés touchés, ce qui permet aux prochains dégâts de ces alliés d'infliger des dégâts supplémentaires et de brûler leur cible.
Miss Fortune;Chasseuse de primes;Capitaine de Bilgewater réputée pour sa beauté et crainte pour sa cruauté, Sarah Fortune est une personnalité qui détonne au milieu des criminels endurcis qui arpentent la cité portuaire. Enfant, elle assista au massacre de sa famille par Gangplank, le roi des pillards, et elle prit sa revanche des années plus tard, faisant exploser son navire alors qu'il se trouvait à bord. Ceux qui la sous-estiment découvrent un adversaire imprévisible et séduisant... avant de prendre une ou deux balles dans les entrailles.;MissFortuneRicochetShot;Doublé;Miss Fortune tire une balle sur une cible, blessant cette cible et celle qui se trouve derrière. Les deux coups peuvent aussi appliquer Cœur volage.;MissFortuneViciousStrikes;Fanfaronne;Miss Fortune augmente passivement sa vitesse de déplacement quand elle n'est pas attaquée. Cette compétence peut être activée pour recevoir un bonus en vitesse d'attaque pendant un court instant. Quand cette compétence est en récupération, Cœur volage réduit le délai de récupération restant de Fanfaronne.;MissFortuneScattershot;Pluie de balles;Miss Fortune révèle une zone avec une pluie de balles, infligeant des vagues de dégâts aux ennemis et les ralentissant.;MissFortuneBulletTime;Barrage de plomb;Miss Fortune déchaîne un déluge de balles dans un cône devant elle, infligeant d'importants dégâts aux ennemis. Chaque vague de Barrage de plomb peut infliger des coups critiques.;Cœur volage;Miss Fortune inflige des dégâts physiques supplémentaires quand elle attaque une nouvelle cible.
Wukong;Roi des singes;Wukong est un Vastaya qui utilise sa force, son agilité et son intelligence pour semer la confusion parmi ses adversaires et prendre sur eux l'avantage. Après s'être fait un ami en la personne d'un guerrier nommé Maître Yi, Wukong est devenu le dernier tenant d'un art martial antique connu sous le nom de Wuju. Armé de son bâton enchanté, Wukong veut empêcher Ionia de devenir ruines et décombres.;MonkeyKingDoubleAttack;Écrasement;La prochaine attaque de Wukong a une plus longue portée, inflige des dégâts supplémentaires et réduit l'armure de la cible pendant quelques secondes.;MonkeyKingDecoy;Guerrier espiègle;Wukong devient <font color='#91d7ee'>invisible</font> et se rue dans une direction, laissant derrière lui un clone qui attaquera les ennemis proches.;MonkeyKingNimbus;Nimbus;Wukong se rue sur l'ennemi ciblé et envoie des images qui attaquent les ennemis proches de sa cible, infligeant des dégâts à chaque ennemi frappé.;MonkeyKingSpinToWin;Cyclone;Wukong agrandit son bâton et le fait tournoyer, ce qui augmente sa vitesse de déplacement.<br><br>Les ennemis touchés subissent des dégâts et sont projetés en l'air.;Peau de pierre;Wukong augmente son armure et la régénération de ses PV lorsqu'il est en combat avec des champions ou des monstres (effet cumulable).
Mordekaiser;Revenant de fer;Deux fois abattu et trois fois né, Mordekaiser est un chef de guerre brutal venu d'un lointain passé. Il utilise ses pouvoirs nécromantiques pour lier les âmes à une éternité de servitude. Il n'y a plus guère de gens pour se souvenir de ses anciennes conquêtes ou pour connaître l'étendue de ses vrais pouvoirs. Pourtant, certaines âmes antiques en ont gardé la mémoire et craignent le jour où il prétendra de nouveau régner sur les vivants et les morts.;MordekaiserQ;Oblitération;Mordekaiser frappe le sol avec sa massue, infligeant des dégâts à tous les ennemis touchés. Les dégâts sont augmentés si un seul ennemi est touché.;MordekaiserW;Indestructible;Mordekaiser stocke une partie des dégâts qu'il inflige et qu'il subit pour créer un bouclier. Il peut consommer ce bouclier pour récupérer des PV.;MordekaiserE;Emprise funeste;Mordekaiser attire tous les ennemis qui se trouvent dans une zone.;MordekaiserR;Royaume des morts;Mordekaiser entraîne sa victime avec lui dans une autre dimension et lui vole une partie de ses stats. S'il la tue, il garde ces stats jusqu'à la réapparition de sa victime.;Vortex de ténèbres;Après 3 attaques ou compétences contre des champions ou des monstres, Mordekaiser gagne un puissant halo de dégâts et augmente sa vitesse de déplacement.
Morgana;Déchue;Déchirée entre ses origines célestes et mortelles, Morgana a enchaîné ses ailes pour appartenir pleinement à l'humanité et abattre sa peine et sa rancœur sur les corrompus et les malhonnêtes. Elle rejette les lois et les traditions qu'elle juge injustes. Terrée dans les recoins obscurs de Demacia, elle préfère se battre pour la vérité – quand d'autres veulent la faire taire – en employant ses boucliers et ses chaînes de feu ténébreux. Plus que tout, Morgana croit fermement que même les proscrits et les parias peuvent un jour se racheter.;MorganaQ;Entrave sombre;Morgana utilise la magie noire pour immobiliser un ennemi, l'obligeant à ressentir la douleur qu'il a causée et lui infligeant des dégâts magiques. ;MorganaW;Tourment ténébreux;Morgana déploie une ombre maudite sur une zone, blessant les ennemis qui osent y mettre les pieds. Ces ennemis subissent des dégâts magiques sur la durée qui augmentent avec leurs PV manquants.;MorganaE;Bouclier noir;Morgana offre à un allié une barrière de feu stellaire qui absorbe les dégâts magiques et les entraves jusqu'à ce que celle-ci soit brisée.;MorganaR;Chaînes spirituelles;"Morgana détache ses ailes, libérant toute sa puissance céleste et se mettant à survoler le sol. Elle lance des chaînes sombres sur les champions ennemis proches, gagnant de la vitesse de déplacement. Les chaînes ralentissent ces ennemis et leur infligent des dégâts ; après un délai, les ennemis qui n'ont pas brisé les chaînes sont étourdis.";Siphon d'âme;Morgana peut drainer l'esprit de ses ennemis. Elle récupère des PV quand elle blesse des champions, des grands sbires et des monstres grands ou moyens de la jungle.
Naafiri;la meute de fer;À travers le désert de Shurima, un concert de hurlements retentit. C'est l'appel des chiens des sables, ces prédateurs voraces qui se déplacent en meutes et luttent pour la moindre source de nourriture de ces terres stériles. Parmi ces meutes, une se distingue des autres. Elle ne suit pas uniquement ses instincts primitifs : elle est guidée par le pouvoir antique des Darkin.;NaafiriQ;Dagues des Darkin;Naafiri lance jusqu'à deux dagues qui appliquent chacune un saignement, ou qui infligent des dégâts supplémentaires si la cible saigne déjà.<br><br>Les membres de meute bondissent pour attaquer les champions touchés par cette compétence.<br>;NaafiriW;Hallali;Naafiri et ses membres de meute se ruent sur un ennemi, s'arrêtant au premier champion ennemi touché et lui infligeant des dégâts.;NaafiriE;Éviscération;Naafiri se rue dans une direction et inflige des dégâts aux ennemis dans une zone autour d'elle. Les membres de meute sont rappelés et entièrement soignés.;NaafiriR;Appel de la meute;Naafiri renforce sa meute et fait apparaître de nouveaux membres, ce qui augmente instantanément sa vitesse de déplacement ainsi que la portée de sa vision, et lui octroie un bouclier lorsqu'elle frappe un autre champion pour la première fois.<br><br>Après avoir éliminé un autre champion pour la première fois, tous les effets sont réinitialisés.<br>;La meute s'agrandit;Naafiri fait apparaître des membres de meute qui attaquent les cibles de ses attaques et de ses compétences.
Nami;Aquamancienne;Jeune Vastaya des mers, Nami fut la première de la tribu des Marai à quitter les océans et à s'aventurer sur la terre ferme lorsque leur accord ancestral avec les Targoniens fut rompu. Convaincue qu'il n'y avait pas d'autre solution, elle a décidé de suivre le rituel sacré permettant de garantir la protection de son peuple. Plongée en plein chaos, Nami fait face à son avenir avec détermination, utilisant son bâton d'Aquamancienne pour invoquer la puissance des océans.;NamiQ;Prison aqueuse;Envoie une bulle sur la zone ciblée, infligeant des dégâts et étourdissant tous les ennemis à l'impact.;NamiW;Flux et reflux;Projette un flux d'eau qui rebondit sur les champions alliés et ennemis, soignant les alliés et blessant les ennemis.;NamiE;Bénédiction de l'Aquamancienne;Renforce un champion allié pendant un court instant, permettant à ses attaques de base et à ses compétences d'infliger des dégâts magiques supplémentaires et de ralentir sa cible.;NamiR;Raz-de-marée;Invoque un énorme raz-de-marée qui projette tous les ennemis touchés en l'air, les ralentit et les blesse. Les alliés touchés gagnent le double de l'effet de Déferlantes.;Déferlantes;Quand les compétences de Nami touchent des champions alliés, la vitesse de déplacement de ces champions augmente un court instant.
Nasus;Gardien des sables;"Nasus est un imposant Transfiguré à tête de chacal, une figure héroïque que les peuples du désert considéraient comme un demi-dieu aux temps anciens de Shurima. Il était très intelligent ; son savoir encyclopédique et son extraordinaire sens stratégique guidèrent l'antique empire de Shurima vers la grandeur pendant des siècles. Après la chute de l'empire, il s'imposa un exil et devint peu à peu une légende. Maintenant que l'ancienne cité de Shurima renaît de ses cendres, il est de retour, déterminé à empêcher qu'elle ne chute de nouveau.";NasusQ;Buveuse d'âmes;Nasus frappe son ennemi, infligeant des dégâts et augmentant la puissance des prochaines Buveuses d'âmes s'il tue sa cible.;NasusW;Flétrissement;Nasus fait vieillir un champion ennemi et réduit ses vitesses d'attaque et de déplacement sur la durée.;NasusE;Esprit enflammé;Nasus libère un esprit enflammé sur une zone, infligeant des dégâts aux ennemis qui s'y trouvent et réduisant leur armure.;NasusR;Fureur des sables;Nasus libère une puissante tempête de sable. Tant que la tempête fait rage, il a plus de PV, sa portée d'attaque est augmentée, il blesse les ennemis proches, il augmente son armure et sa résistance magique et le délai de récupération de Buveuse d'âmes est réduit.;Mangeur d'âmes;Nasus draine l'énergie spirituelle de son adversaire et profite d'un bonus de Vol de vie.
Nautilus;Titan des profondeurs;Nautilus, une légende plus ancienne encore que la première jetée de Bilgewater, est un titan en armure qui sillonne les eaux sombres au large des Îles de la Flamme Bleue. Trahi il y a bien longtemps de cela, il frappe désormais sans prévenir, se servant de son ancre gigantesque pour sauver les malheureux et couler les avares. On raconte qu'il vient chercher ceux qui oublient de payer le « tribut de Bilgewater » et qu'il les emmène avec lui au fond des mers, d'où nul ne peut s'échapper.;NautilusAnchorDrag;Abordage;Nautilus lance son ancre devant lui.  S'il touche un ennemi, Nautilus et la cible sont tirés l'un vers l'autre et Nautilus lui inflige des dégâts magiques.  S'il touche un élément de terrain, Nautilus est tiré vers lui.;NautilusPiercingGaze;Colère du titan;Nautilus profite d'un bouclier temporaire.  Tant que le bouclier persiste, les attaques de Nautilus infligent des dégâts sur la durée à ses cibles et aux ennemis proches.;NautilusSplashZone;Répliques;Nautilus crée trois vagues explosives autour de lui. Chaque explosion blesse et ralentit les ennemis.;NautilusGrandLine;Grenade ASM;Nautilus lance une onde de choc qui poursuit un ennemi. L'onde de choc transperce le sol et projette les ennemis en l'air. Quand elle atteint l'ennemi, l'onde de choc éclate, projetant la cible en l'air en l'étourdissant.;Coup écrasant;La première attaque de Nautilus contre une cible inflige des dégâts physiques supplémentaires et l'immobilise brièvement.
Neeko;Caméléon curieux;Originaire d'une tribu disparue de Vastayas, Neeko est capable de se fondre dans n'importe quelle foule en empruntant l'apparence des autres, allant même jusqu'à absorber un soupçon de leur état émotionnel pour différencier un instant les amis des ennemis. Personne ne sait réellement où – ni qui – peut bien être Neeko, mais ceux qui chercheront à lui faire du mal découvriront bien vite sa véritable nature… et goûteront à toute la force primordiale de son pouvoir spirituel.;NeekoQ;Explosion florale;Neeko lance une graine qui inflige des dégâts magiques. La graine éclot une nouvelle fois si elle touche des champions ou si elle tue des ennemis.;NeekoW;Métaclonage;Passivement, Neeko inflige des dégâts magiques supplémentaires toutes les 3 attaques. Elle peut activer la compétence pour envoyer un clone dans une direction.;NeekoE;Spirale épineuse;Neeko tire un projectile qui blesse et qui immobilise tous les ennemis traversés. Si le projectile tue un ennemi ou traverse un champion, il augmente sa taille, sa vitesse et la durée de son immobilisation.;NeekoR;Floraison renversante;Après une courte préparation, Neeko bondit dans les airs. Quand elle atterrit, les ennemis proches sont blessés et projetés dans les airs. La préparation ne se voit pas si Neeko est déguisée.;Mirage inné;Neeko peut prendre l'apparence d'un champion allié. Se faire blesser par un champion ennemi ou lancer un sort infligeant des dégâts met fin au déguisement.
Nidalee;Chasseresse bestiale;Élevée au plus profond de la jungle, Nidalee est une pisteuse d'exception qui peut se transformer à volonté en couguar. Ni totalement femme, ni totalement bête, elle défend férocement son territoire contre tous ceux qui veulent y pénétrer avec ses pièges judicieusement placés et sa lance. Elle estropie sa proie avant de se jeter sur elle sous sa forme de félin. Ceux qui survivent sont rares, et tous la décrivent comme une femme aux griffes aussi aiguisées que ses instincts...;JavelinToss;Javelot / Mise à terre;Dans sa forme humaine, Nidalee lance un javelot qui inflige de plus en plus de dégâts selon la distance parcourue. Sous la forme d'un Couguar, sa prochaine attaque tente d'égorger sa cible, et plus celle-ci a déjà perdu de PV, plus les dégâts sont importants.;Bushwhack;Guérilla / Bond;Dans sa forme humaine, Nidalee place un piège qui blesse et révèle la cible qui le déclenche. Sous la forme d'un Couguar, elle bondit dans une direction et inflige des dégâts de zone en atterrissant.;PrimalSurge;Charge primale / Taillade;Dans sa forme humaine, Nidalee canalise l'esprit du Couguar pour soigner ses alliés et leur conférer temporairement un bonus en vitesse d'attaque. Sous la forme d'un Couguar, elle donne un coup de griffes aux ennemis devant elle.;AspectOfTheCougar;Aspect du Couguar;Nidalee prend la forme d'un Couguar, ce qui lui confère de nouvelles compétences.;Prédateur;Dans les herbes hautes, la vitesse de déplacement de Nidalee augmente de 10% pendant 2 sec. Le bonus passe à 30% si Nidalee va vers des champions ennemis visibles à moins de 1400 unités de distance.<br><br>Quand elle touche des champions ou des monstres avec Javelot ou Guérilla, Nidalee se met à les <font color='#FFF673'>chasser</font> et obtient une <font color='#ee91d7'>vision pure</font> de ces cibles pendant 4 sec. Pendant ce temps, la vitesse de déplacement de Nidalee augmente de 10% (30% vers les cibles <font color='#FFF673'>chassées</font>) et, contre ces cibles, Mise à terre et Bond sont renforcés.
Nilah;Joie incarnée;Nilah est une guerrière disciplinée originaire d'une contrée lointaine. Elle traque les monstres les plus gigantesques et les plus dangereux pour les affronter et les détruire. Elle a obtenu son pouvoir du démon de la joie, emprisonné il y a bien longtemps. Cela explique qu'elle ne ressente aucune émotion, à part une joie continue. Le prix à payer est donc très faible en contrepartie de la force extraordinaire qu'elle possède désormais. Elle canalise la forme liquide du démon dans une épée au pouvoir unique et elle s'oppose aux menaces antiques dont le souvenir s'est perdu depuis longtemps.;NilahQ;Lame fluide;Nilah donne un coup de lame-fouet dans la direction choisie, infligeant des dégâts aux ennemis sur une ligne droite. Cela augmente sa portée d'attaque pendant un court instant.;NilahW;Voile de liesse;Nilah s'enveloppe de brume, ce qui augmente sa vitesse de déplacement et lui permet d'esquiver avec grâce toutes les attaques. Tout allié qu'elle touche pendant la durée de la brume gagne aussi cet effet.;NilahE;Torrent;Nilah se rue avec enthousiasme vers sa cible, infligeant des dégâts aux ennemis sur son chemin.;NilahR;Apothéose;Faisant gaiement tournoyer sa lame-fouet, Nilah inflige des dégâts aux ennemis qui l'entourent avant de les attirer vers elle.;Joie éternelle;Nilah gagne plus d'expérience quand elle tue des sbires. De plus, elle renforce et partage les soins et boucliers des alliés proches.
Nocturne;Éternel cauchemar;Expression démoniaque des cauchemars qui hantent tous les êtres doués d'intelligence, la chose que l'on nomme Nocturne est devenue une force primordiale du mal. D'aspect liquide, c'est une ombre sans visage, au regard glacial, armée de lames effrayantes. Après s'être affranchi du royaume des esprits, Nocturne est parvenu jusqu'au monde éveillé, pour se nourrir d'une terreur qui ne prospère que dans les véritables ténèbres.;NocturneDuskbringer;Crépuscule;Nocturne projette une lame noire qui inflige des dégâts et laisse une Lueur crépusculaire derrière elle. Les champions ennemis touchés émettent également une Lueur crépusculaire. Quand il est dans la lueur, Nocturne peut traverser les unités et profite d'un bonus en vitesse de déplacement et en dégâts d'attaque.;NocturneShroudofDarkness;Linceul des ténèbres;Nocturne renforce ses lames, ce qui augmente passivement sa vitesse d'attaque. En lançant Linceul des ténèbres, Nocturne se fond dans l'obscurité, ce qui crée une barrière magique capable de bloquer une compétence ennemie et de doubler le bonus passif en vitesse d'attaque en cas de blocage.;NocturneUnspeakableHorror;Horreur indicible;Nocturne implante un cauchemar dans l'esprit de sa cible, infligeant des dégâts chaque seconde et terrifiant la cible si elle reste à portée pendant toute la durée du sort.;NocturneParanoia;Paranoïa;Nocturne réduit le champ de vision de tous les champions ennemis et supprime la vision qu'ils ont de leurs alliés. Il peut ensuite se projeter vers un champion ennemi proche.;Lames d'ombre;Toutes les quelques secondes, la prochaine attaque de Nocturne frappe les ennemis proches, infligeant des dégâts physiques supplémentaires et lui rendant des PV. <br><br>Les attaques de base de Nocturne réduisent ce délai.
Nunu et Willump;Le Garçon et son yéti;Il était une fois un jeune garçon qui voulait prouver qu'il était un héros en tuant un monstre effrayant, mais il découvrit que la créature, un yéti solitaire, avait seulement besoin d'un ami. Rapprochés par une puissance ancienne et un amour partagé des boules de neige, Nunu et Willump courent maintenant librement dans tout Freljord en donnant vie à des aventures rêvées. Ils espèrent un jour retrouver la mère disparue de l'enfant. S'ils peuvent la sauver, peut-être seront-ils vraiment des héros, finalement…;NunuQ;Voracité;Willump mord un sbire, un monstre ou un champion ennemi, lui infligeant d'importants dégâts et récupérant des PV.;NunuW;Boule de neige géante !;Willump crée une boule de neige qui grossit et accélère à mesure qu'il la fait rouler.  La boule de neige blesse et projette en l'air les ennemis.;NunuE;Rafale de boules de neige;Nunu lance plusieurs boules de neige qui blessent les ennemis.  Ensuite, Willump immobilise les champions et les grands monstres qui ont été touchés par une boule de neige.;NunuR;Zéro absolu;Nunu et Willump créent un puissant blizzard dans une zone, ce qui ralentit les ennemis et inflige d'importants dégâts à la fin du sort.;Appel de Freljord;Nunu augmente les vitesses d'attaque et de déplacement de Willump et d'un allié proche, et les attaques de base de Willump infligent des dégâts aux ennemis proches de la cible.
Olaf;Berzerker;Olaf, avec sa hache et son extraordinaire force de destruction, ne souhaite que mourir au combat. Venu de l'âpre péninsule freljordienne de Lokfar, il a été choqué par une prophétie qui lui prédisait une mort paisible : dans l'esprit de son peuple, une ignoble fin de lâche. Cherchant la mort et animé par la rage, il ravage une région après l'autre, éliminant des hordes de grands guerriers et de bêtes légendaires dans sa recherche d'un ennemi capable de l'arrêter. Aujourd'hui un brutal combattant de la Griffe hivernale, il espère mourir glorieusement dans les grandes guerres à venir.;OlafAxeThrowCast;Déchireuse;Olaf lance sa hache à l'endroit ciblé, infligeant des dégâts aux ennemis traversés et réduisant leur armure et leur vitesse de déplacement. Si Olaf ramasse la hache, le délai de récupération de cette compétence est réduit.;OlafFrenziedStrikes;Force décuplée;Olaf augmente sa vitesse d'attaque et gagne un bouclier.;OlafRecklessStrike;Frappe sauvage;Olaf attaque avec tant de force qu'il inflige des dégâts physiques bruts non seulement à sa cible, mais aussi à lui-même. Il récupère le coût en PV s'il tue sa cible.;OlafRagnarok;Ragnarok;Olaf gagne passivement de l'armure et de la résistance magique. Il peut activer cette compétence pour devenir immunisé contre les entraves aussi longtemps qu'il attaque.;Rage du berzerker;Olaf gagne de la vitesse d'attaque et du vol de vie selon ses PV manquants.
Orianna;Demoiselle mécanique;Autrefois une jeune fille curieuse, de chair et d'os, Orianna est aujourd'hui une merveille de technologie entièrement mécanisée. Elle est tombée gravement malade à la suite d'un accident dans les quartiers inférieurs de Zaun, et son corps défaillant a été remplacé petit à petit par des prothèses perfectionnées. Accompagnée par une sphère extraordinaire qu'elle a elle-même créée pour lui servir de compagnon et de protectrice, Orianna est désormais libre d'explorer la merveilleuse ville de Piltover et ce qui se trouve au-delà.;OrianaIzunaCommand;Ordre : Attaque;Orianna ordonne à sa sphère de voler vers une zone cible, infligeant des dégâts magiques aux cibles sur son passage (les dégâts diminuent à chaque cible supplémentaire). La sphère reste ensuite dans la zone cible.;OrianaDissonanceCommand;Ordre : Dissonance;Orianna ordonne à sa sphère d'émettre une impulsion énergétique, infligeant des dégâts magiques autour de la sphère. Cela crée une zone qui accélère les alliés et ralentit les ennemis.;OrianaRedactCommand;Ordre : Protection;Orianna ordonne à sa sphère d'aller se fixer sur un champion allié pour lui octroyer un bouclier, infligeant des dégâts magiques aux ennemis sur son passage. La sphère augmente aussi l'armure et la résistance magique du champion sur lequel elle est fixée.;OrianaDetonateCommand;Ordre : Onde de choc;Orianna ordonne à sa sphère d'émettre une onde de choc, infligeant des dégâts magiques et projetant les ennemis proches vers la sphère après un bref délai.;Remontoir;Les attaques d'Orianna infligent des dégâts magiques supplémentaires. Plus Orianna attaque la même cible, plus les dégâts sont importants.
